MunicipCode,pan.vote.09,marginality.06,PAN.governor.06,PAN.visits.06,competitive.district
24044,0.462,0.444,0,0,0
24045,0.304,0.141,0,0,1
24046,0.237,0.255,0,0,1
24047,0.185,0.572,0,0,1
24048,0.407,-0.719,0,0,0
24049,0.21,0.246,0,0,1
24050,0.338,0.029,0,0,1
24051,0.309,-0.011,0,0,1
24052,0.492,0.11,0,0,0
24053,0.288,0.34,0,0,1
24054,0.383,0.742,0,0,1
24055,0.233,0.084,0,0,1
24056,17,0.045,0,0,0
24057,0.311,0.97,0,0,1
24058,0.359,-0.536,0,0,1
25001,0.291,-1.356,1,0,1
25002,0.233,-0.81,1,0,1
25003,0.136,1.525,1,0,1
25004,0.303,-0.438,1,0,1
25005,0.281,0.202,1,0,1
25006,0.33,-1.437,1,2,1
25007,0.559,0.623,1,0,0
25008,0.298,-0.25,1,0,1
25009,0.343,-0.839,1,1,1
25010,0.501,-0.444,1,0,0
25011,0.432,-0.839,1,0,0
25012,0.276,-1.638,1,1,1
25013,0.351,-0.109,1,0,1
25014,0.235,-0.669,1,0,1
25015,0.294,-1.381,1,0,1
25016,0.352,-0.1,1,0,1
25017,0.381,0.239,1,0,1
25018,0.359,-0.652,1,0,1
26001,0.402,-0.982,1,0,0
26002,0.331,-1.652,1,1,1
26003,0.507,0.148,1,0,0
26004,0.514,-1.283,1,0,0
26005,0.488,-0.747,1,0,0
26006,0.491,-0.889,1,0,0
26007,0.542,-1.348,1,0,0
26008,0.361,-0.843,1,0,1
26009,0.495,-0.629,1,0,0
26010,0.495,-0.584,1,0,0
26011,0.197,-1.167,1,0,1
26012,0.318,-0.712,1,0,1
26013,0.461,-1.014,1,0,0
26014,0.48,-1.052,1,0,0
26015,0.42,-1.158,1,0,0
26016,0.462,-1.614,1,0,0
26017,0.445,-1.365,1,0,0
26018,0.402,-1.617,1,1,0
26019,0.38,-2.01,1,0,1
26020,0.431,-0.878,1,0,0
26021,0.285,-0.783,1,0,1
26022,0.448,-0.491,1,0,0
26023,0.437,-1.336,1,0,0
26024,0.539,-1.007,1,0,0
26025,0.386,-1.437,1,0,1
26026,0.329,-0.423,1,0,1
26027,0.264,-1.625,1,0,1
26028,0.501,-1.315,1,0,0
26029,0.379,-1.431,1,0,1
26030,0.416,-1.781,1,2,0
26031,0.379,-0.934,1,0,1
26032,0.383,-1.171,1,0,1
26033,0.38,-0.676,1,0,1
26034,0.473,-1.187,1,0,0
26035,0.425,-1.292,1,0,0
26036,0.432,-1.723,1,0,0
26037,0.388,-1.295,1,0,1
26038,0.465,-1.444,1,0,0
26039,0.437,-1.795,1,0,0
26040,0.429,-0.831,1,0,0
26041,0.281,-1.804,1,0,1
26042,0.465,-1.096,1,0,0
26043,0.485,-1.699,1,1,0
26044,0.268,-0.514,1,0,1
26045,0.387,-0.662,1,0,1
26046,0.309,-1.224,1,0,1
26047,0.413,-1.357,1,0,0
26048,0.462,-1.631,1,0,0
26049,0.268,0.627,1,0,1
26050,0.479,-0.882,1,0,0
26051,0.338,-0.122,1,0,1
26052,0.517,-0.847,1,0,0
26053,0.492,-1.297,1,0,0
26054,0.45,-0.903,1,0,0
26055,0.444,-1.57,1,0,0
26056,0.462,0.143,1,0,0
26057,0.479,-0.787,1,0,0
26058,0.527,-1.598,1,0,0
26059,0.305,-0.988,1,0,1
26060,0.482,-0.792,1,0,0
26061,0.498,-0.723,1,0,0
26062,0.451,-0.815,1,0,0
26063,0.193,-1.173,1,0,1
26064,0.521,-0.841,1,0,0
26065,0.489,-0.865,1,0,0
26066,0.472,-1.126,1,0,0
26067,0.497,-1.162,1,0,0
26068,0.379,-0.915,1,0,1
26069,0.449,-0.262,1,0,0
26070,0.522,-1.293,1,0,0
26071,0.266,-0.821,1,0,1
26072,0.252,-0.555,1,0,1
27001,0.295,-0.249,0,0,1
27002,0.075,-0.544,0,1,1
27003,0.125,-0.195,0,0,1
27004,0.108,-1.491,0,1,1
27005,0.031,-0.568,0,0,1
27006,0.051,-0.379,0,0,1
27007,0.343,-0.932,0,0,1
27008,0.056,0.038,0,0,1
27009,0.084,-0.566,0,0,1
27010,0.027,-0.628,0,0,1
27011,0.017,0.036,0,0,1
27012,0.075,-0.484,0,0,1
27013,0.042,-0.754,0,0,1
27014,0.039,-0.967,0,0,1
27015,0.112,-0.142,0,0,1
27016,0.081,-0.568,0,0,1
27017,0.076,-0.551,0,0,1
28001,0.223,-0.792,0,0,1
28002,0.236,-0.547,0,1,1
28003,0.306,-1.251,0,0,1
28004,0.334,-0.214,0,0,1
28005,0.219,-0.158,0,0,1
28006,0.112,0.692,0,0,1
28007,0.203,-1.233,0,0,1
28008,0.16,0.297,0,0,1
28009,0.305,-1.924,0,0,1
28010,0.19,-0.193,0,0,1
28011,0.45,-0.174,0,0,0
28012,0.381,-0.54,0,0,1
28013,0.289,-0.28,0,0,1
28014,0.169,-1.074,0,0,1
28015,0.336,-1.303,0,0,1
28016,0.272,-0.462,0,0,1
28017,0.087,-0.174,0,0,1
28018,0.187,-0.944,0,0,1
28019,0.336,-0.096,0,0,1
28020,0.239,-0.092,0,0,1
28021,0.355,-1.223,0,1,1
28022,0.348,-1.553,0,1,1
28023,0.346,-0.217,0,0,1
28024,0.258,-1.601,0,0,1
28025,0.212,-1.524,0,0,1
28026,0.205,0.241,0,0,1
28027,0.319,-1.633,0,1,1
28028,0.355,-0.165,0,0,1
28029,0.281,-0.177,0,0,1
28030,0.182,-0.747,0,0,1
28031,0.112,-0.169,0,0,1
28032,0.326,-1.572,0,1,1
28033,0.339,-1.215,0,0,1
28034,0.164,0.048,0,0,1
28035,0.285,-0.697,0,0,1
28036,0.076,0.532,0,0,1
28037,0.283,-0.31,0,0,1
28038,0.378,-1.857,0,3,1
28039,0.16,-0.029,0,0,1
28040,0.369,-1.26,0,1,1
28041,0.208,-1.642,0,1,1
28042,0.136,-0.176,0,0,1
28043,0.317,-0.739,0,0,1
29001,0.377,-1.428,0,0,1
29002,0.404,-1.243,0,0,0
29003,0.317,-0.203,0,0,1
29004,0.341,0.082,0,0,1
29005,0.282,-1.605,0,1,1
29006,0.431,-1.02,0,0,0
29007,0.55,-0.373,0,0,0
29008,0.368,-0.454,0,0,1
29009,0.469,-0.557,0,0,0
29010,0.376,-1.263,0,0,1
29011,0.513,-0.602,0,0,0
29012,0.373,-0.096,0,0,1
29013,0.391,-0.781,0,0,1
29014,0.419,-0.355,0,0,0
29015,0.46,-0.817,0,0,0
29016,0.425,-0.892,0,0,0
29017,0.361,-0.757,0,0,1
29018,0.349,-0.738,0,0,1
29019,0.407,-0.924,0,0,0
29020,0.531,-0.403,0,0,0
29021,0.428,-0.86,0,0,0
29022,0.419,-0.7,0,0,0
29023,0.368,-0.586,0,0,1
29024,0.337,-1.104,0,0,1
29025,0.413,-0.784,0,0,0
29026,0.44,-0.728,0,0,0
29027,0.342,-0.951,0,0,1
29028,0.36,-0.889,0,0,1
29029,0.483,-0.917,0,0,0
29030,0.418,0.038,0,0,0
29031,0.447,-0.899,0,0,0
29032,0.333,-0.828,0,0,1
29033,0.381,-1.727,0,1,1
29034,0.361,-0.377,0,0,1
29035,0.451,-0.908,0,0,0
29036,0.359,-1.407,0,0,1
29037,0.42,-0.079,0,0,0
29038,0.37,-0.954,0,0,1
29039,0.386,-0.734,0,0,1
29040,0.291,-0.481,0,0,1
29041,0.286,-1.236,0,0,1
29042,0.31,-1.461,0,0,1
29043,0.308,-1.183,0,0,1
29044,0.314,-1.267,0,0,1
29045,0.503,-0.902,0,0,0
29046,0.47,0.059,0,0,0
29047,0.499,-0.309,0,0,0
29048,0.357,-0.926,0,0,1
29049,0.262,-1.039,0,0,1
29050,0.397,-0.825,0,0,1
29051,0.206,-0.938,0,0,1
29052,0.33,-0.255,0,0,1
29053,0.294,-1.131,0,0,1
29054,0.334,-0.983,0,0,1
29055,0.336,-0.376,0,0,1
29056,0.543,-1.157,0,0,0
29057,0.372,-0.624,0,0,1
29058,0.351,-1.103,0,0,1
29059,0.402,-0.595,0,0,0
29060,0.375,-0.525,0,0,1
30001,0.211,0.498,0,0,1
30002,0.424,-0.254,0,0,0
30003,0.314,-0.438,0,0,1
30004,0.337,-0.348,0,0,1
30005,0.415,0.487,0,0,0
30006,0.267,0.54,0,0,1
30007,0.158,0.074,0,0,1
30008,0.301,1.165,0,0,1
30009,0.395,-0.059,0,0,1
30010,0.173,0.554,0,0,1
30011,0.251,-0.692,0,0,1
30012,0.416,0.076,0,0,0
30013,0.356,-0.973,0,1,1
30014,0.355,-0.28,0,0,1
30015,0.406,-0.101,0,0,0
30016,0.221,-1.169,0,0,1
30017,0.199,-0.295,0,0,1
30018,0.289,1.555,0,0,1
30019,0.453,1.411,0,0,0
30020,0.334,1.97,0,0,1
30021,0.225,-0.55,0,0,1
30022,0.261,0.355,0,0,1
30023,0.497,0.99,0,0,0
30024,0.232,0.696,0,0,1
30025,0.329,1.248,0,0,1
30026,0.256,-1.248,0,0,1
30027,0.411,1.159,0,0,0
30028,0.438,-1.731,0,2,0
30029,0.191,1.506,0,0,1
30030,0.165,-1.042,0,0,1
30031,0.091,0.829,0,0,1
30032,0.368,-0.124,0,0,1
30033,0.404,0.439,0,0,0
30034,0.241,-1.226,0,1,1
30035,0.485,0.623,0,0,0
30036,0.249,-0.019,0,0,1
30037,0.449,1.221,0,0,0
30038,0.261,-1.008,0,0,1
30039,0.428,-1.434,0,1,0
30040,0.356,-0.832,0,0,1
30041,0.289,1.032,0,0,1
30042,0.474,0.73,0,0,0
30043,0.217,1.008,0,0,1
30044,0.317,-1.182,0,1,1
30045,0.247,-0.785,0,0,1
30046,0.188,0.412,0,0,1
30047,0.203,0.749,0,0,1
30048,0.285,-0.78,0,1,1
30049,0.234,0.177,0,0,1
30050,0.426,1.618,0,0,0
30051,0.445,0.838,0,0,0
30052,0.298,-0.145,0,0,1
30053,0.269,-0.544,0,0,1
30054,0.472,-0.155,0,0,0
30055,0.403,0.533,0,0,0
30056,0.42,1.235,0,0,0
30057,0.363,1.163,0,0,1
30058,0.403,0.621,0,0,0
30059,0.331,-0.378,0,0,1
30060,0.416,0.441,0,0,0
30061,0.373,0.524,0,1,1
30062,0.269,0.247,0,0,1
30063,0.383,0.56,0,1,1
30064,0.412,1.221,0,0,0
30065,0.3,-0.681,0,0,1
30066,0.364,0.771,0,0,1
30067,0.405,1.693,0,0,0
30068,0.322,-1.078,0,0,1
30069,0.273,-0.283,0,0,1
30070,0.49,0.709,0,0,0
30071,0.339,-0.248,0,1,1
30072,0.209,0.704,0,0,1
30073,0.282,0.259,0,0,1
30074,0.257,-0.543,0,0,1
30075,0.316,0.527,0,0,1
30076,0.4,2.008,0,0,0
30077,0.398,-0.232,0,0,1
30078,0.398,0.668,0,0,1
30079,0.385,0.798,0,0,1
30080,0.268,0.564,0,0,1
30081,0.206,0.123,0,0,1
30082,0.242,-0.367,0,0,1
30083,0.14,1.124,0,0,1
30084,0.433,0.366,0,0,0
30085,0.358,-0.674,0,0,1
30086,0.29,0.367,0,0,1
30087,0.245,-1.646,0,1,1
30088,0.229,0.333,0,0,1
30089,0.486,-0.622,0,0,0
30090,0.284,-0.028,0,0,1
30091,0.307,0.374,0,0,1
30092,0.232,-0.303,0,0,1
30093,0.271,-0.2,0,0,1
30094,0.382,-0.107,0,0,1
30095,0.438,0.612,0,0,0
30096,0.463,-0.086,0,0,0
30097,0.465,-1.205,0,0,0
30098,0.244,1.02,0,0,1
30099,0.157,-0.036,0,0,1
30100,0.246,-0.159,0,0,1
30101,0.111,-0.417,0,0,1
30102,0.405,-0.616,0,0,0
30103,0.384,1.924,0,0,1
30104,0.362,1.205,0,0,1
30105,0.311,-0.443,0,0,1
30106,0.214,0.123,0,0,1
30107,0.224,1.168,0,0,1
30108,0.266,-0.847,0,0,1
30109,0.508,-0.101,0,0,0
30110,0.534,2.927,0,0,0
30111,0.157,-0.215,0,0,1
30112,0.402,-0.451,0,0,0
30113,0.277,0.55,0,0,1
30114,0.465,0.148,0,0,0
30115,0.195,-0.943,0,0,1
30116,0.413,-0.385,0,0,0
30117,0.418,0.181,0,0,0
30118,0.191,-1.727,0,1,1
30119,0.237,-0.28,0,0,1
30120,0.348,0.146,0,0,1
30121,0.48,0.527,0,0,0
30122,0.395,0.85,0,0,1
30123,0.505,-0.551,0,1,0
30124,0.264,0.204,0,1,1
30125,0.067,-0.148,0,0,1
30126,0.211,-0.479,0,0,1
30127,0.144,1.505,0,0,1
30128,0.188,-0.542,0,0,1
30129,0.453,0.298,0,0,0
30130,0.367,0.351,0,0,1
30131,0.341,-1.396,0,2,1
30132,0.195,-0.116,0,0,1
30133,0.385,-0.95,0,0,1
30134,0.227,-0.629,0,0,1
30135,0.354,0.15,0,0,1
30136,0.158,-0.341,0,0,1
30137,0.438,1.685,0,0,0
30138,0.178,-1.56,0,0,1
30139,0.485,0.075,0,0,0
30140,0.42,1.087,0,0,0
30141,0.387,0.093,0,0,1
30142,0.404,0.305,0,0,0
30143,0.215,0.349,0,0,1
30144,0.334,0.236,0,0,1
30145,0.426,-0.302,0,0,0
30146,0.452,0.459,0,0,0
30147,0.124,1.771,0,0,1
30148,0.168,-0.19,0,0,1
30149,0.409,1.65,0,0,0
30150,0.349,0.338,0,0,1
30151,0.391,0.519,0,0,1
30152,0.385,0.38,0,0,1
30153,0.193,0.474,0,0,1
30154,0.518,0.735,0,0,0
30155,0.524,1.177,0,1,0
30156,0.308,0.947,0,0,1
30157,0.413,0.507,0,0,0
30158,0.228,0.393,0,0,1
30159,0.243,2.805,0,0,1
30160,0.512,0.267,0,1,0
30161,0.413,0.445,0,0,0
30162,0.11,1.019,0,0,1
30163,0.436,0.842,0,0,0
30164,0.212,-0.543,0,0,1
30165,0.398,1.26,0,0,1
30166,0.492,0.365,0,0,0
30167,0.303,0.356,0,0,1
30168,0.442,1.676,0,0,0
30169,0.434,0.164,0,0,0
30170,0.152,1.915,0,0,1
30171,0.43,1.184,0,0,0
30172,0.356,0.323,0,0,1
30173,0.376,0.941,0,1,1
30174,0.326,-0.409,0,1,1
30175,0.419,0.233,0,1,0
30176,0.554,0.039,0,0,0
30177,0.265,0.953,0,0,1
30178,0.397,-0.207,0,0,1
30179,0.248,0.504,0,0,1
30180,0.357,1.391,0,0,1
30181,0.33,0.167,0,0,1
30182,0.186,-0.172,0,0,1
30183,0.409,-0.267,0,0,0
30184,0.444,1.393,0,0,0
30185,0.493,0.364,0,0,0
30186,0.317,-0.271,0,0,1
30187,0.411,0.608,0,0,0
30188,0.29,0.523,0,0,1
30189,0.424,-0.884,0,1,0
30190,0.468,-0.07,0,0,0
30191,0.27,-1.211,0,0,1
30192,0.403,-0.427,0,0,0
30193,0.397,-1.612,0,3,1
30194,0.145,0.249,0,0,1
30195,0.415,1.498,0,0,0
30196,0.242,-0.388,0,0,1
30197,0.456,0.648,0,0,0
30198,0.16,1.491,0,0,1
30199,0.096,0.167,0,0,1
30200,0.261,0.274,0,0,1
30201,0.477,1.333,0,0,0
30202,0.437,1.85,0,0,0
30203,0.573,1.973,0,0,0
30204,0.233,-0.896,0,0,1
30205,0.32,-0.529,0,0,1
30206,0.14,-1.554,0,0,1
30207,0.288,-0.227,0,0,1
30208,0.309,-0.855,0,0,1
30209,0.206,0.747,0,0,1
30210,0.398,0.738,0,0,1
31001,0.481,0.373,0,0,0
31002,0.254,-0.185,0,0,1
31003,0.333,-0.041,0,0,1
31004,0.329,-0.086,0,0,1
31005,0.462,0.197,0,0,0
31006,0.41,0.08,0,0,0
31007,0.298,-0.37,0,0,1
31008,0.296,0.525,0,0,1
31009,0.341,-0.042,0,0,1
31010,0.43,1.329,0,0,0
31011,0.265,-0.347,0,0,1
31012,0.5,0.197,0,0,0
31013,0.346,-0.591,0,0,1
31014,0.333,0.598,0,0,1
31015,0.364,0.48,0,0,1
31016,0.438,0.733,0,0,0
31017,0.315,1.173,0,0,1
31018,0.419,0.508,0,0,0
31019,0.473,1.416,0,0,0
31020,0.328,-0.206,0,0,1
31021,0.52,1.041,0,0,0
31022,0.417,0.679,0,0,0
31023,0.321,-0.082,0,0,1
31024,0.386,0.532,0,0,1
31025,0.483,0.24,0,0,0
31026,0.422,-0.002,0,0,0
31027,0.248,-0.798,0,0,1
31028,0.238,-0.413,0,0,1
31029,0.345,-0.337,0,0,1
31030,0.408,0.417,0,0,0
31031,0.444,0.423,0,0,0
31032,0.355,0.466,0,0,1
31033,0.286,0.466,0,0,1
31034,0.412,0.33,0,0,0
31035,0.421,0.394,0,0,0
31036,0.343,0.094,0,0,1
31037,0.327,0.343,0,0,1
31038,0.412,-0.043,0,0,0
31039,0.289,0.178,0,0,1
31040,0.264,-0.262,0,0,1
31041,0.295,-0.68,0,0,1
31042,0.402,0.439,0,0,0
31043,0.374,0.958,0,0,1
31044,0.3,0.096,0,0,1
31045,0.197,0.299,0,0,1
31046,0.404,0.395,0,0,0
31047,0.364,0.566,0,0,1
31048,0.218,0.26,0,0,1
31049,0.476,1.474,0,0,0
31050,0.362,-1.529,0,3,1
31051,0.303,-0.139,0,0,1
31052,0.364,-0.318,0,0,1
31053,0.323,-0.443,0,0,1
31054,0.388,0.22,0,0,1
31055,0.384,0.55,0,0,1
31056,0.298,0.051,0,0,1
31057,0.41,-0.101,0,0,0
31058,0.456,0.118,0,0,0
31059,0.198,-1.176,0,0,1
31060,0.257,0.255,0,0,1
31061,0.345,-0.344,0,0,1
31062,0.344,-0.059,0,0,1
31063,0.294,0.215,0,0,1
31064,0.315,0.415,0,0,1
31065,0.464,-0.434,0,0,0
31066,0.37,0.468,0,0,1
31067,0.22,-0.08,0,0,1
31068,0.368,-0.066,0,0,1
31069,0.247,0.142,0,0,1
31070,0.351,0.032,0,0,1
31071,0.467,0.308,0,0,0
31072,0.141,-0.037,0,0,1
31073,0.402,1.699,0,0,0
31074,0.399,-0.069,0,0,1
31075,0.488,0.349,0,0,0
31076,0.345,0.36,0,0,1
31077,0.507,0.4,0,0,0
31078,0.399,-0.128,0,0,1
31079,0.378,-0.037,0,0,1
31080,0.514,0.25,0,0,0
31081,0.348,0.71,0,0,1
31082,0.367,-0.353,0,0,1
31083,0.263,-0.327,0,0,1
31084,0.385,-0.037,0,0,1
31085,0.247,0.802,0,0,1
31086,0.082,0.624,0,0,1
31087,0.382,0.831,0,0,1
31088,0.219,0.291,0,0,1
31089,0.315,-0.529,0,1,1
31090,0.407,0.933,0,0,0
31091,0.267,0.274,0,0,1
31092,0.318,0.964,0,0,1
31093,0.27,-0.559,0,0,1
31094,0.128,0.627,0,0,1
31095,0.347,-0.451,0,0,1
31096,0.482,-0.052,0,0,0
31097,0.394,0.303,0,0,1
31098,0.197,0.25,0,0,1
31099,0.481,0.614,0,0,0
31100,0.257,0.284,0,0,1
31101,0.32,-0.66,0,0,1
31102,0.252,-0.166,0,0,1
31103,0.349,0.538,0,0,1
31104,0.362,1.257,0,0,1
31105,0.285,-0.308,0,0,1
31106,0.193,-0.204,0,0,1
32001,0.242,-0.475,0,0,1
32002,0.309,-0.009,0,0,1
32003,0.332,-0.292,0,0,1
32004,0.386,-0.55,0,0,1
32005,0.217,-1.187,0,0,1
32006,0.089,-1.053,0,0,1
32007,0.107,-0.918,0,0,1
32008,0.129,-0.614,0,0,1
32009,0.236,-0.532,0,0,1
32010,0.088,-1.012,0,1,1
32011,0.236,-0.707,0,0,1
32012,0.429,-0.068,0,0,0
32013,0.201,-0.743,0,0,1
32014,0.21,-0.396,0,0,1
32015,0.143,0.014,0,0,1
32016,0.203,-0.23,0,0,1
32017,0.211,-1.677,0,0,1
32018,0.291,-0.43,0,0,1
32019,0.444,-0.914,0,0,0
32020,0.218,-1.228,0,1,1
32021,0.147,0.509,0,0,1
32022,0.27,-0.999,0,0,1
32023,0.206,-1.091,0,0,1
32024,0.141,-0.797,0,0,1
32025,0.223,-0.799,0,0,1
32026,0.045,0.155,0,0,1
32027,0.059,0.123,0,0,1
32028,0.152,-0.071,0,0,1
32029,0.146,-0.865,0,0,1
32030,0.451,-0.582,0,0,0
32031,0.21,-0.492,0,0,1
32032,0.165,-1.211,0,0,1
32033,0.31,-0.506,0,0,1
32034,0.255,-0.825,0,0,1
32035,0.136,-0.237,0,0,1
32036,0.212,-0.669,0,0,1
32037,0.146,-0.206,0,0,1
32038,0.108,0.08,0,0,1
32039,0.158,-0.944,0,0,1
32040,0.146,-0.154,0,0,1
32041,0.063,0.063,0,0,1
32042,0.177,-0.693,0,0,1
32043,0.2,-0.355,0,0,1
32044,0.281,-0.566,0,0,1
32045,0.169,-0.618,0,0,1
32046,0.139,-0.433,0,0,1
32047,0.155,-0.664,0,0,1
32048,0.313,-0.951,0,0,1
32049,0.247,-0.265,0,0,1
32050,0.091,-0.598,0,0,1
32051,0.126,-0.233,0,0,1
32052,0.18,-0.658,0,0,1
32053,0.225,-0.621,0,0,1
32054,0.143,-0.155,0,0,1
32055,0.251,-0.697,0,0,1
32056,0.196,-1.821,0,2,1
32057,0.133,-0.794,0,0,1